Customer_ID,Customer_Name,Total_Orders,Total_Sales,Avg_Order_Value,Customer_Lifetime_Days,Days_Since_Last_Purchase,Ref_Date,Last_Purchase_Date,Pref_Order_Month,Purchase_Frequency,Avg_Browsing_Time,Unique_Products_Purchased,Favorite_Product,Favorite_Top3,Total_Likes,Total_Shares,Total_Add_to_Cart,Total_Engagement_Score,R_Recency_Days_MM,R_Avg_Interval_Days_MM,F_Orders_30d_MM,F_Orders_90d_MM,M_Sales_30d_MM,M_AOV_30d_MM,M_Sales_Var_90d_MM,B_Browse_Count_30d_MM,B_Avg_Browse_Time_30d_MM,B_Depth_30d_MM,C_Top1_Ratio_MM,C_Top3_Coverage_MM,Cluster,Cluster_Label
LE-00376,Booth Pistole,102.0,16291.0,159.7156862745098,1075.0,7.0,2024-12-31,2024-12-24,12,0.09488372093023256,14.090196078431372,26.0,Fashion,Fashion:58.8%、Auto & Accessories:28.4%、Home & Furniture:12.7%,34.0,43.0,58.0,135.0,0.9345794392523364,0.9803879431210293,0.75,0.7142857142857142,0.5041031652989448,0.5061728395061729,0.38872268241395763,0.75,0.30041666666666667,1.0,0.4764175940646529,1.0,0,高价值客户群
LE-0052,Mcdowell Roelle,91.0,15048.0,165.36263736263737,1066.0,4.0,2024-12-31,2024-12-27,5,0.08536585365853659,14.617582417582419,36.0,Fashion,Fashion:50.5%、Home & Furniture:20.9%、Auto & Accessories:17.6%,39.0,31.0,50.0,120.0,0.9626168224299065,0.9375749017616788,0.375,0.6428571428571428,0.35638921453692846,0.7808641975308641,0.44435851876402044,0.375,0.2525,0.5,0.3359073359073359,0.3956043956043951,2,中高价值客户群
LE-00575,Roy Lonsdale,88.0,13778.0,156.5681818181818,1068.0,13.0,2024-12-31,2024-12-18,11,0.08239700374531835,13.534090909090908,29.0,Fashion,Fashion:63.6%、Home & Furniture:18.2%、Auto & Accessories:15.9%,34.0,25.0,49.0,108.0,0.8785046728971962,0.9221942648552919,0.125,0.7142857142857142,0.1148886283704572,0.75,0.3661153771220885,0.125,0.61,0.16666666666666666,0.558149058149058,0.875,1,低价值客户群
LE-00668,George Engle,60.0,9683.0,161.38333333333333,1067.0,13.0,2024-12-31,2024-12-18,7,0.056232427366447985,19.68166666666667,25.0,Fashion,Fashion:70.0%、Home & Furniture:13.3%、Auto & Accessories:11.7%,41.0,42.0,47.0,130.0,0.8785046728971962,0.7150995013436534,0.25,0.3571428571428571,0.10023446658851114,0.23842592592592593,0.3041710166542381,0.25,0.41500000000000004,0.3333333333333333,0.6662162162162162,0.7249999999999996,4,低价值潜在流失客户群
LE-006827,Pittman Lonsdale,46.0,7916.0,172.08695652173913,1042.0,5.0,2024-12-31,2024-12-26,7,0.044145873320537425,22.941304347826087,22.0,Fashion,Fashion:73.9%、Home & Furniture:13.0%、Auto & Accessories:6.5%,33.0,34.0,38.0,105.0,0.9532710280373832,0.5343180964771712,0.25,0.14285714285714285,0.25908558030480655,0.8657407407407407,0.0009674103633835178,0.25,0.8587500000000001,0.3333333333333333,0.7326674500587542,0.6413043478260869,1,低价值客户群
LE-00768,Joyce Wardle,63.0,9790.0,155.3968253968254,1080.0,1.0,2024-12-31,2024-12-30,7,0.058333333333333334,13.542857142857143,27.0,Fashion,Fashion:60.3%、Auto & Accessories:14.3%、Electronic:12.7%,32.0,25.0,34.0,91.0,0.9906542056074766,0.7388216110146344,0.375,0.3571428571428571,0.4079718640093786,0.9166666666666665,0.45666068753317074,0.375,0.44500000000000006,0.3333333333333333,0.5017875017875018,0.3015873015873014,2,中高价值客户群
LE-0086,Tucker Caudle,70.0,10198.0,145.68571428571428,1067.0,14.0,2024-12-31,2024-12-17,12,0.06560449859418932,13.68,25.0,Fashion,Fashion:44.3%、Auto & Accessories:31.4%、Home & Furniture:22.9%,25.0,19.0,41.0,85.0,0.8691588785046729,0.8085409910590424,0.5,0.5714285714285714,0.41383352872215706,0.6597222222222221,0.32576032408247174,0.5,0.13125,0.6666666666666666,0.22953667953667956,0.9214285714285717,0,高价值客户群
LI-001915,Wheeler Donatelli,34.0,5575.0,163.97058823529412,1049.0,32.0,2024-12-31,2024-11-29,1,0.032411820781696854,21.77058823529412,19.0,Fashion,Fashion:64.7%、Home & Furniture:20.6%、Auto & Accessories:8.8%,24.0,22.0,27.0,73.0,0.7009345794392523,0.226563795891227,0.0,0.2857142857142857,0.0,0.6017156862745099,0.5678900376886954,0.0,0.0,0.0,0.5763116057233704,0.6764705882352944,3,中等价值客户群
LI-002132,Castillo Donatelli,62.0,8709.0,140.46774193548387,1068.0,14.0,2024-12-31,2024-12-17,2,0.05805243445692884,23.111290322580647,24.0,Fashion,Fashion:67.7%、Home & Furniture:22.6%、Auto & Accessories:8.1%,44.0,39.0,53.0,136.0,0.8691588785046729,0.7356542746317152,0.25,0.42857142857142855,0.16471277842907384,0.4930555555555555,0.28009814437853214,0.25,0.66,0.3333333333333333,0.62786980528916,0.911290322580645,4,低价值潜在流失客户群
LK-002777,Lopez Balk,48.0,8260.0,172.08333333333334,1068.0,7.0,2024-12-31,2024-12-24,10,0.0449438202247191,22.52916666666667,23.0,Fashion,Fashion:66.7%、Home & Furniture:18.8%、Auto & Accessories:8.3%,32.0,32.0,40.0,104.0,0.9345794392523364,0.5497248899407854,0.125,0.2857142857142857,0.1313012895662368,0.8796296296296295,0.038286608756407416,0.125,0.7050000000000001,0.16666666666666666,0.6096096096096095,0.65625,1,低价值客户群
LK-007541,Silva Folk,54.0,9142.0,169.2962962962963,1064.0,9.0,2024-12-31,2024-12-22,4,0.05075187969924812,22.76851851851852,20.0,Fashion,Fashion:81.5%、Electronic:9.3%、Home & Furniture:9.3%,43.0,43.0,46.0,132.0,0.9158878504672897,0.6441273596131756,0.25,0.2857142857142857,0.14302461899179367,0.4074074074074074,0.3373239010822903,0.25,0.5750000000000001,0.3333333333333333,0.8611945278611945,1.0,4,低价值潜在流失客户群
LL-00102,Marshall Carroll,84.0,12292.0,146.33333333333334,1039.0,42.0,2024-12-31,2024-11-19,8,0.08084696823869104,12.763095238095238,27.0,Fashion,Fashion:57.1%、Auto & Accessories:20.2%、Home & Furniture:20.2%,36.0,25.0,49.0,110.0,0.6074766355140186,0.9135591344386542,0.0,0.07142857142857142,0.0,0.5200617283950617,0.0,0.0,0.0,0.0,0.44787644787644787,0.8690476190476186,3,中等价值客户群
LL-001047,Farrell Sewall,56.0,8821.0,157.51785714285714,1065.0,16.0,2024-12-31,2024-12-15,4,0.05258215962441314,22.292857142857144,25.0,Fashion,Fashion:51.8%、Home & Furniture:39.3%、Auto & Accessories:8.9%,43.0,41.0,40.0,124.0,0.8504672897196262,0.6695052769592253,0.125,0.3571428571428571,0.041031652989449004,0.16666666666666669,0.4902233777401563,0.125,0.5375,0.16666666666666666,0.3569015444015444,1.0,4,低价值潜在流失客户群
LL-001069,Cochran Mitchell,58.0,8556.0,147.51724137931035,1041.0,40.0,2024-12-31,2024-11-21,10,0.05571565802113353,12.672413793103448,29.0,Fashion,Fashion:53.4%、Home & Furniture:24.1%、Auto & Accessories:19.0%,24.0,19.0,32.0,75.0,0.6261682242990654,0.7087388612900236,0.0,0.2857142857142857,0.0,0.5255427841634739,0.013624362617651202,0.0,0.0,0.0,0.3851351351351351,0.8103448275862073,3,中等价值客户群
LL-001088,Walls Sumrall,42.0,6927.0,164.92857142857142,1067.0,7.0,2024-12-31,2024-12-24,5,0.03936269915651359,21.085714285714285,19.0,Fashion,Fashion:71.4%、Auto & Accessories:14.3%、Home & Furniture:14.3%,29.0,29.0,34.0,92.0,0.9345794392523364,0.43204015932776785,0.25,0.2857142857142857,0.17760844079718638,0.5439814814814814,0.4879174476489912,0.25,0.08375,0.3333333333333333,0.6904761904761905,1.0,1,低价值客户群
LL-00112,Hancock O'Brill,62.0,10017.0,161.56451612903226,1058.0,17.0,2024-12-31,2024-12-14,10,0.05860113421550094,20.04032258064516,26.0,Fashion,Fashion:54.8%、Home & Furniture:29.0%、Auto & Accessories:12.9%,46.0,39.0,49.0,134.0,0.8411214953271028,0.741498764385911,0.125,0.14285714285714285,0.06389214536928488,0.34722222222222227,0.015478565814136284,0.125,0.5025000000000001,0.16666666666666666,0.40874745713455385,0.82258064516129,4,低价值潜在流失客户群
LL-001161,Cruz Carroll,64.0,10589.0,165.453125,1042.0,35.0,2024-12-31,2024-11-26,10,0.061420345489443376,21.18125,22.0,Fashion,Fashion:76.6%、Home & Furniture:15.6%、Auto & Accessories:7.8%,46.0,45.0,51.0,142.0,0.6728971962616823,0.77018314902079,0.0,0.42857142857142855,0.0,0.6085792824074074,0.22200276338978803,0.0,0.0,0.0,0.777660472972973,1.0,3,中等价值客户群
LL-00120,Dominguez Norvell,71.0,10490.0,147.74647887323943,1078.0,3.0,2024-12-31,2024-12-28,12,0.06586270871985157,23.10281690140845,27.0,Fashion,Fashion:64.8%、Home & Furniture:22.5%、Electronic:8.5%,50.0,46.0,57.0,153.0,0.9719626168224299,0.8108144128706745,0.625,0.7142857142857142,0.4308323563892145,0.5231481481481481,0.3023737831791523,0.625,0.524,0.8333333333333333,0.5777185636340567,0.7676056338028161,0,高价值客户群
LL-001295,Mcdonald Carroll,83.0,12527.0,150.9277108433735,1067.0,14.0,2024-12-31,2024-12-17,3,0.07778819119025304,12.919277108433734,29.0,Fashion,Fashion:62.7%、Auto & Accessories:22.9%、Home & Furniture:8.4%,35.0,27.0,51.0,113.0,0.8691588785046729,0.8959429698538026,0.25,0.2857142857142857,0.23856975381008205,0.7847222222222221,0.06968041867370726,0.25,0.305,0.3333333333333333,0.5414088787582765,0.668674698795181,1,低价值客户群
LL-001451,Ortiz Carroll,69.0,10038.0,145.47826086956522,1076.0,1.0,2024-12-31,2024-12-30,4,0.06412639405204461,12.502898550724638,32.0,Fashion,Fashion:55.1%、Home & Furniture:18.8%、Auto & Accessories:17.4%,32.0,27.0,39.0,98.0,0.9906542056074766,0.7957150016939518,0.625,0.6428571428571428,0.4747948417350527,0.5925925925925926,0.6619263227101491,0.625,0.258,0.8333333333333333,0.4127170648909779,0.5217391304347823,0,高价值客户群
LL-001460,Fischer O'Donnell,43.0,6199.0,144.1627906976744,1072.0,2.0,2024-12-31,2024-12-29,8,0.04011194029850746,11.695348837209302,27.0,Fashion,Fashion:41.9%、Home & Furniture:25.6%、Auto & Accessories:16.3%,23.0,18.0,22.0,63.0,0.9813084112149533,0.4498865565551271,0.125,0.21428571428571427,0.13364595545134816,0.8981481481481481,0.2357853752335483,0.125,0.6175,0.16666666666666666,0.18835114183951396,0.10465116279069786,2,中高价值客户群
LL-001544,Campbell Bell,76.0,13010.0,171.18421052631578,1076.0,5.0,2024-12-31,2024-12-26,5,0.07063197026022305,20.575,23.0,Fashion,Fashion:76.3%、Home & Furniture:13.2%、Auto & Accessories:10.5%,53.0,53.0,56.0,162.0,0.9532710280373832,0.8483672077046345,0.375,0.42857142857142855,0.2039859320046893,0.3796296296296296,0.5038297059176999,0.375,0.6766666666666667,0.3333333333333333,0.7734708392603129,1.0,4,低价值潜在流失客户群
LL-001705,Mathews O'Donnell,55.0,7919.0,143.98181818181817,1047.0,34.0,2024-12-31,2024-11-27,1,0.05253104106972302,12.543636363636363,26.0,Fashion,Fashion:40.0%、Home & Furniture:32.7%、Auto & Accessories:20.0%,18.0,18.0,31.0,67.0,0.6822429906542056,0.668604989396079,0.0,0.3571428571428571,0.0,0.5091750841750842,0.27676535595998686,0.0,0.0,0.0,0.15675675675675682,0.5999999999999996,3,中等价值客户群
LL-00179,Giles Turnell,67.0,10713.0,159.8955223880597,1058.0,9.0,2024-12-31,2024-12-22,4,0.06332703213610585,20.492537313432837,18.0,Fashion,Fashion:82.1%、Home & Furniture:10.4%、Auto & Accessories:6.0%,51.0,45.0,50.0,146.0,0.9158878504672897,0.7883432352945419,0.25,0.5,0.1354044548651817,0.3773148148148148,0.047142060564879344,0.25,0.46875,0.3333333333333333,0.8715207745058491,0.9179104477611935,4,低价值潜在流失客户群
LL-00180,Boone Maxwell,58.0,9316.0,160.6206896551724,1034.0,32.0,2024-12-31,2024-11-29,4,0.05609284332688588,12.524137931034483,26.0,Fashion,Fashion:58.6%、Auto & Accessories:25.9%、Home & Furniture:10.3%,21.0,18.0,33.0,72.0,0.7009345794392523,0.713117101860272,0.0,0.14285714285714285,0.0,0.5862068965517242,0.024185259084587945,0.0,0.0,0.0,0.4729729729729729,0.7155172413793105,3,中等价值客户群
LL-001929,Cole Campbell,67.0,10600.0,158.2089552238806,1080.0,1.0,2024-12-31,2024-12-30,9,0.062037037037037036,20.413432835820895,29.0,Fashion,Fashion:67.2%、Home & Furniture:14.9%、Auto & Accessories:9.0%,46.0,40.0,52.0,138.0,0.9906542056074766,0.7764594394610103,0.25,0.5714285714285714,0.16471277842907384,0.4930555555555555,0.2963886705497444,0.25,0.8050000000000002,0.3333333333333333,0.6180583568643272,0.5074626865671634,4,低价值潜在流失客户群
LL-0023,Gaines O'Carroll,74.0,11278.0,152.40540540540542,1067.0,14.0,2024-12-31,2024-12-17,2,0.06935332708528585,12.927027027027027,31.0,Fashion,Fashion:56.8%、Electronic:23.0%、Auto & Accessories:10.8%,29.0,29.0,34.0,92.0,0.8691588785046729,0.8387494726656612,0.25,0.3571428571428571,0.15123094958968347,0.4398148148148148,0.69849607997259,0.25,0.34125,0.3333333333333333,0.44131969807645477,0.47972972972972894,2,中高价值客户群
LL-0026,Freeman Castell,68.0,11047.0,162.4558823529412,1073.0,8.0,2024-12-31,2024-12-23,6,0.06337371854613234,12.579411764705881,28.0,Fashion,Fashion:64.7%、Auto & Accessories:16.2%、Home & Furniture:16.2%,18.0,21.0,30.0,69.0,0.9252336448598131,0.7888914701091145,0.125,0.3571428571428571,0.049824150058616644,0.2361111111111111,0.4613730509032522,0.125,0.4175,0.16666666666666666,0.5763116057233704,0.8382352941176467,4,低价值潜在流失客户群
LL-00335,Rose Connell,66.0,11393.0,172.62121212121212,1081.0,0.0,2024-12-31,2024-12-31,12,0.06105457909343201,13.977272727272727,24.0,Fashion,Fashion:69.7%、Auto & Accessories:16.7%、Home & Furniture:9.1%,27.0,20.0,35.0,82.0,1.0,0.7669357821007114,0.125,0.2857142857142857,0.13364595545134816,0.8981481481481481,0.35758577369315625,0.125,0.045000000000000005,0.16666666666666666,0.661070161070161,0.75,1,低价值客户群
LL-00353,Espinoza Mull,59.0,9121.0,154.59322033898306,1077.0,5.0,2024-12-31,2024-12-26,4,0.05478180129990715,13.740677966101696,29.0,Fashion,Fashion:55.9%、Auto & Accessories:22.0%、Home & Furniture:22.0%,27.0,21.0,31.0,79.0,0.9532710280373832,0.6978363952394786,0.25,0.5714285714285714,0.2702227432590856,0.9097222222222221,0.3469778503335551,0.25,0.45625000000000004,0.3333333333333333,0.4273171476561306,1.0,1,低价值客户群
LL-00394,Booker Russell,66.0,9840.0,149.0909090909091,1070.0,11.0,2024-12-31,2024-12-20,5,0.0616822429906542,12.924242424242424,25.0,Fashion,Fashion:66.7%、Auto & Accessories:19.7%、Home & Furniture:12.1%,21.0,22.0,38.0,81.0,0.897196261682243,0.7729690938315814,0.25,0.3571428571428571,0.25146541617819457,0.8356481481481481,0.09530496939892913,0.25,0.1275,0.3333333333333333,0.6096096096096095,0.916666666666667,1,低价值客户群
LL-00398,Wells Castell,60.0,9326.0,155.43333333333334,1068.0,7.0,2024-12-31,2024-12-24,7,0.056179775280898875,12.276666666666667,28.0,Fashion,Fashion:46.7%、Home & Furniture:26.7%、Auto & Accessories:23.3%,20.0,13.0,29.0,62.0,0.9345794392523364,0.7144952405385585,0.125,0.42857142857142855,0.12368112543962484,0.8194444444444444,0.5093475279903319,0.125,0.4225,0.16666666666666666,0.26996996996997,0.8166666666666664,1,低价值客户群
LL-00399,Short O'Connell,86.0,14379.0,167.19767441860466,1077.0,4.0,2024-12-31,2024-12-27,7,0.07985143918291551,21.598837209302324,26.0,Fashion,Fashion:73.3%、Auto & Accessories:14.0%、Home & Furniture:12.8%,60.0,58.0,63.0,181.0,0.9626168224299065,0.9081217293428867,0.5,0.9285714285714285,0.4718640093786635,0.7743055555555556,0.42666676843238543,0.5,0.3775,0.5,0.7215063901110412,1.0,0,高价值客户群
LL-00426,Webb Castell,56.0,9925.0,177.23214285714286,1038.0,43.0,2024-12-31,2024-11-18,1,0.05394990366088632,21.40357142857143,23.0,Fashion,Fashion:67.9%、Home & Furniture:21.4%、Auto & Accessories:10.7%,42.0,39.0,47.0,128.0,0.5981308411214954,0.6870068671867902,0.0,0.3571428571428571,0.0,0.6631117724867726,0.34723582643045725,0.0,0.0,0.0,0.6298262548262548,1.0,3,中等价值客户群
LL-00466,Cohen Howell,41.0,6452.0,157.3658536585366,1034.0,47.0,2024-12-31,2024-11-14,5,0.039651837524177946,22.097560975609756,21.0,Fashion,Fashion:73.2%、Home & Furniture:17.1%、Auto & Accessories:9.8%,27.0,24.0,30.0,81.0,0.5607476635514019,0.4382574134894568,0.0,0.2857142857142857,0.0,0.5711382113821137,0.46394716864515523,0.0,0.0,0.0,0.7200615249395736,1.0,3,中等价值客户群
LL-00478,Oneal Norvell,62.0,8666.0,139.7741935483871,1035.0,46.0,2024-12-31,2024-11-15,8,0.05990338164251208,22.203225806451613,25.0,Fashion,Fashion:53.2%、Home & Furniture:30.6%、Auto & Accessories:8.1%,39.0,34.0,51.0,124.0,0.5700934579439252,0.7549410908205616,0.0,0.07142857142857142,0.0,0.48969534050179214,0.0,0.0,0.0,0.0,0.3813571636152281,0.5564516129032251,3,中等价值客户群
LL-00606,Richardson Blackwell,56.0,8563.0,152.91071428571428,1022.0,16.0,2024-12-31,2024-12-15,11,0.0547945205479452,19.955357142857142,24.0,Fashion,Fashion:69.6%、Home & Furniture:19.6%、Auto & Accessories:8.9%,40.0,42.0,44.0,126.0,0.8504672897196262,0.697378179914236,0.25,0.21428571428571427,0.16529894490035169,0.4953703703703704,0.8448956040305778,0.25,0.7324999999999999,0.3333333333333333,0.6601512226512225,0.9017857142857144,4,低价值潜在流失客户群
LL-0066,Leblanc Spruell,56.0,8356.0,149.21428571428572,980.0,67.0,2024-12-31,2024-10-25,9,0.05714285714285714,14.542857142857143,27.0,Fashion,Fashion:57.1%、Home & Furniture:19.6%、Auto & Accessories:16.1%,27.0,21.0,25.0,73.0,0.3738317757009346,0.7246028758237812,0.0,0.07142857142857142,0.0,0.5333994708994709,0.0,0.0,0.0,0.0,0.44787644787644787,0.6071428571428568,3,中等价值客户群
LL-00707,Bradshaw Swindell,36.0,6081.0,168.91666666666666,1065.0,16.0,2024-12-31,2024-12-15,1,0.03380281690140845,19.25277777777778,16.0,Fashion,Fashion:75.0%、Home & Furniture:19.4%、Auto & Accessories:5.6%,28.0,29.0,34.0,91.0,0.8504672897196262,0.2750249892903043,0.125,0.21428571428571427,0.1313012895662368,0.8796296296296295,0.10092120457519416,0.125,0.9525000000000001,0.16666666666666666,0.7511261261261262,1.0,1,低价值客户群
LL-0079,Gibson Carroll,56.0,7781.0,138.94642857142858,1079.0,2.0,2024-12-31,2024-12-29,6,0.051899907321594066,13.641071428571427,28.0,Fashion,Fashion:37.5%、Home & Furniture:30.4%、Auto & Accessories:25.0%,24.0,23.0,32.0,79.0,0.9813084112149533,0.6604303783227103,0.125,0.3571428571428571,0.04865181711606096,0.22685185185185186,0.23425949439372254,0.125,0.3975,0.16666666666666666,0.11430180180180183,0.6071428571428568,2,中高价值客户群
LL-0092,Mcclain O'Donnell,108.0,17015.0,157.5462962962963,1080.0,0.0,2024-12-31,2024-12-31,3,0.1,12.550925925925926,29.0,Fashion,Fashion:61.1%、Auto & Accessories:23.1%、Home & Furniture:11.1%,46.0,39.0,55.0,140.0,1.0,1.0,0.375,0.6428571428571428,0.2608440797186401,0.529320987654321,0.4652168947470961,0.375,0.39249999999999996,0.5,0.5152652652652654,0.7453703703703702,0,高价值客户群
LO-0069,Sanford Zydlo,56.0,8076.0,144.21428571428572,1065.0,16.0,2024-12-31,2024-12-15,8,0.05258215962441314,13.210714285714285,29.0,Fashion,Fashion:50.0%、Home & Furniture:23.2%、Auto & Accessories:17.9%,22.0,20.0,32.0,74.0,0.8504672897196262,0.6695052769592253,0.125,0.14285714285714285,0.06389214536928488,0.34722222222222227,0.15115786927867464,0.125,0.6400000000000001,0.16666666666666666,0.32657657657657657,0.5089285714285712,4,低价值潜在流失客户群
LS-001,Lane Daniels,77.0,11924.0,154.85714285714286,1068.0,13.0,2024-12-31,2024-12-18,5,0.07209737827715355,14.648051948051949,24.0,Fashion,Fashion:53.2%、Auto & Accessories:37.7%、Electronic:5.2%,34.0,37.0,47.0,118.0,0.8785046728971962,0.8588499665556868,0.375,0.5714285714285714,0.25908558030480655,0.5246913580246915,0.4992089404841083,0.375,0.19916666666666666,0.5,0.38171288171288165,0.7857142857142856,0,高价值客户群
LS-00137,Bradley Daniels,54.0,8779.0,162.57407407407408,1076.0,1.0,2024-12-31,2024-12-30,3,0.05018587360594796,12.56111111111111,26.0,Fashion,Fashion:64.8%、Auto & Accessories:18.5%、Home & Furniture:9.3%,20.0,19.0,30.0,69.0,0.9906542056074766,0.6360553473488901,0.25,0.2857142857142857,0.19343493552168814,0.6064814814814814,0.16620647493130714,0.25,0.28125,0.3333333333333333,0.5781614948281615,0.5925925925925926,1,低价值客户群
LS-00152,Andrews Daniels,60.0,9219.0,153.65,1058.0,13.0,2024-12-31,2024-12-18,11,0.05671077504725898,20.363333333333333,25.0,Fashion,Fashion:61.7%、Home & Furniture:26.7%、Auto & Accessories:10.0%,49.0,46.0,53.0,148.0,0.8785046728971962,0.7205378485895069,0.125,0.5,0.0779601406799531,0.4583333333333333,0.34426646890692914,0.125,0.7325,0.16666666666666666,0.5246996996996998,0.9083333333333332,4,低价值潜在流失客户群
LS-00418,Burnett Mills,75.0,11339.0,151.18666666666667,1062.0,10.0,2024-12-31,2024-12-21,1,0.07062146892655367,22.585333333333335,29.0,Fashion,Fashion:53.3%、Home & Furniture:33.3%、Auto & Accessories:6.7%,54.0,45.0,57.0,156.0,0.9065420560747663,0.8482001921956228,0.375,0.3571428571428571,0.18522860492379833,0.3302469135802469,0.461803011064756,0.375,0.7033333333333335,0.5,0.3831831831831831,0.6333333333333329,4,低价值潜在流失客户群
LT-00275,Dyer Overfelt,79.0,12443.0,157.50632911392404,1081.0,0.0,2024-12-31,2024-12-31,8,0.0730804810360777,13.598734177215189,29.0,Fashion,Fashion:49.4%、Home & Furniture:25.3%、Auto & Accessories:20.3%,23.0,30.0,40.0,93.0,1.0,0.8657541151472323,0.25,0.3571428571428571,0.18640093786635403,0.5787037037037037,0.5632478115699592,0.25,0.20875,0.3333333333333333,0.31582848671456265,0.7215189873417716,2,中高价值客户群
LT-00629,Mcgee Holt,73.0,12460.0,170.68493150684932,1038.0,14.0,2024-12-31,2024-12-17,2,0.07032755298651253,12.92876712328767,29.0,Fashion,Fashion:61.6%、Auto & Accessories:20.5%、Electronic:12.3%,29.0,26.0,38.0,93.0,0.8691588785046729,0.8458716105795929,0.25,0.42857142857142855,0.21688159437280186,0.699074074074074,0.35091019431064174,0.25,0.47875,0.3333333333333333,0.5243119832160927,0.698630136986301,1,低价值客户群
LY-001126,Floyd Kelly,83.0,14271.0,171.93975903614458,1082.0,0.0,2024-12-31,2024-12-31,5,0.0767097966728281,20.63012048192771,21.0,Fashion,Fashion:81.9%、Auto & Accessories:14.5%、Home & Furniture:3.6%,60.0,60.0,66.0,186.0,1.0,0.8894213745793034,0.625,0.7142857142857142,0.5181711606096131,0.6611111111111112,0.4261216921619606,0.625,0.3905,0.8333333333333333,0.868772386844676,1.0,0,高价值客户群
LY-001284,Hartman Phonely,58.0,8421.0,145.18965517241378,1065.0,16.0,2024-12-31,2024-12-15,12,0.054460093896713614,14.28448275862069,28.0,Fashion,Fashion:48.3%、Home & Furniture:31.0%、Auto & Accessories:19.0%,23.0,15.0,30.0,68.0,0.8504672897196262,0.6937277507634572,0.125,0.3571428571428571,0.049824150058616644,0.2361111111111111,0.5790703455132985,0.125,0.45250000000000007,0.16666666666666666,0.29729729729729737,0.9051724137931032,4,低价值潜在流失客户群
LY-001689,Phillips Beeghly,77.0,11438.0,148.54545454545453,1056.0,13.0,2024-12-31,2024-12-18,12,0.07291666666666667,12.598701298701299,32.0,Fashion,Fashion:58.4%、Auto & Accessories:15.6%、Home & Furniture:14.3%,29.0,25.0,39.0,93.0,0.8785046728971962,0.864479133003149,0.75,0.7857142857142857,0.5773739742086752,0.6026234567901234,0.3694992346609186,0.75,0.20708333333333334,1.0,0.46993096993096983,0.35714285714285676,0,高价值客户群
LY-00193,Juarez Shonely,62.0,8539.0,137.7258064516129,1065.0,16.0,2024-12-31,2024-12-15,8,0.05821596244131456,13.120967741935484,31.0,Fashion,Fashion:35.5%、Home & Furniture:33.9%、Auto & Accessories:25.8%,30.0,21.0,34.0,85.0,0.8504672897196262,0.7374076215579739,0.125,0.14285714285714285,0.019929660023446656,0.0,0.9700976143929164,0.125,0.09250000000000001,0.16666666666666666,0.08006393490264463,0.7338709677419359,4,低价值潜在流失客户群
LY-002834,Hart Daly,55.0,9031.0,164.2,1039.0,11.0,2024-12-31,2024-12-20,2,0.05293551491819057,18.647272727272725,16.0,Fashion,Fashion:76.4%、Home & Furniture:16.4%、Electronic:5.5%,46.0,35.0,46.0,127.0,0.897196261682243,0.6738866764332041,0.25,0.21428571428571427,0.1817116060961313,0.5601851851851851,0.6347167450821442,0.25,0.5637500000000001,0.3333333333333333,0.7742833742833743,0.9000000000000004,4,低价值潜在流失客户群
LY-0054,Winters Shonely,54.0,7962.0,147.44444444444446,1050.0,33.0,2024-12-31,2024-11-28,3,0.05142857142857143,21.47407407407407,19.0,Fashion,Fashion:70.4%、Home & Furniture:14.8%、Auto & Accessories:11.1%,36.0,31.0,40.0,107.0,0.691588785046729,0.6535447072548424,0.0,0.5714285714285714,0.0,0.5252057613168726,0.4465136277216814,0.0,0.0,0.0,0.6725058391725058,0.7962962962962958,3,中等价值客户群
LY-00540,Preston Savely,90.0,15010.0,166.77777777777777,1071.0,12.0,2024-12-31,2024-12-19,9,0.08403361344537816,20.463333333333335,32.0,Fashion,Fashion:67.8%、Home & Furniture:15.6%、Electronic:10.0%,67.0,68.0,78.0,213.0,0.8878504672897196,0.930827398209756,0.375,0.6428571428571428,0.20281359906213364,0.37654320987654316,0.40586912208421866,0.375,0.7108333333333334,0.5,0.6284784784784785,0.6333333333333329,0,高价值客户群
ME-00955,Howard Blume,62.0,10250.0,165.32258064516128,1060.0,15.0,2024-12-31,2024-12-16,8,0.05849056603773585,12.138709677419355,31.0,Fashion,Fashion:51.6%、Home & Furniture:24.2%、Auto & Accessories:12.9%,23.0,14.0,30.0,67.0,0.8598130841121495,0.7403298664350719,0.125,0.21428571428571427,0.13364595545134816,0.8981481481481481,0.027899637146467874,0.125,0.08750000000000001,0.16666666666666666,0.35396687009590233,0.379032258064516,2,中高价值客户群
MI-001768,Morse Taslimi,55.0,8326.0,151.38181818181818,1077.0,4.0,2024-12-31,2024-12-27,6,0.0510677808727948,13.356363636363637,21.0,Fashion,Fashion:61.8%、Auto & Accessories:20.0%、Home & Furniture:16.4%,27.0,18.0,24.0,69.0,0.9626168224299065,0.6487986630068596,0.375,0.5,0.3622508792497069,0.7962962962962963,0.31739834616152923,0.375,0.37583333333333335,0.5,0.5272727272727273,0.9000000000000004,0,高价值客户群
