Customer_ID,Customer_Name,Cluster,Segment,Region,Country,Gender,Age,Total_Sales,Total_Orders,Avg_Order_Value,Customer_Lifetime,Purchase_Frequency,Profit_Margin,Last_Purchase_Days_Ago,Engagement_Score,Favorite_Product,Unique_Products_Bought,Total_Sales_Percentile,Total_Sales_Grade,Avg_Order_Value_Percentile,Avg_Order_Value_Grade,Purchase_Frequency_Percentile,Purchase_Frequency_Grade,Personalized_Description
IC-003299,Fuentes Zic,0,Consumer,East,United States,Female,22,9192.0,61,150.69,1036,0.0589,0.4539,14,139,Casula Shoes,21,36.477987421383645,D,28.30188679245283,D,44.905660377358494,C,客户 Fuentes Zic (IC-003299) 属于第 0 类用户群体。 这是一位低价值客户，有较大的提升空间。 客户关系已维持超过1年，属于长期忠实客户。 近期活跃，最近30天内有过购买。 最常购买的产品是：Casula Shoes。 产品涉猎广泛，购买过多种不同类型的产品。
IE-001187,Mclaughlin Leslie,0,Corporate,East,United States,Male,27,8316.0,56,148.5,1000,0.056,0.4327,68,52,Formal Shoes,25,21.446540880503147,D,18.9937106918239,E,35.34591194968553,D,客户 Mclaughlin Leslie (IE-001187) 属于第 0 类用户群体。 这是一位低价值客户，有较大的提升空间。 客户关系已维持超过1年，属于长期忠实客户。 较为活跃，最近90天内有过购买。 最常购买的产品是：Formal Shoes。 产品涉猎广泛，购买过多种不同类型的产品。
IE-00224,Olson Currie,1,Home Office,Oceania,Australia,Male,35,11116.0,77,144.36,1077,0.0715,0.4453,4,95,Car Seat Covers,27,70.18867924528301,B,10.566037735849058,E,79.87421383647799,B,客户 Olson Currie (IE-00224) 属于第 1 类用户群体。 这是一位中高价值客户，消费金额较为可观。 客户关系已维持超过1年，属于长期忠实客户。 近期活跃，最近30天内有过购买。 最常购买的产品是：Car Seat Covers。 产品涉猎广泛，购买过多种不同类型的产品。
IE-0056,Clayton Marie,0,Consumer,North Asia,China,Male,24,6041.0,43,140.49,1049,0.041,0.4382,31,55,Suits,23,2.515723270440252,E,5.4088050314465415,E,4.968553459119497,E,客户 Clayton Marie (IE-0056) 属于第 0 类用户群体。 这是一位低价值客户，有较大的提升空间。 客户关系已维持超过1年，属于长期忠实客户。 较为活跃，最近90天内有过购买。 最常购买的产品是：Suits。 产品涉猎广泛，购买过多种不同类型的产品。
IE-006259,Schultz Guthrie,0,Consumer,West,United States,Female,27,9083.0,64,141.92,1044,0.0613,0.4341,6,146,Sneakers,23,34.71698113207547,D,6.666666666666667,E,52.76729559748428,C,客户 Schultz Guthrie (IE-006259) 属于第 0 类用户群体。 这是一位低价值客户，有较大的提升空间。 客户关系已维持超过1年，属于长期忠实客户。 近期活跃，最近30天内有过购买。 最常购买的产品是：Sneakers。 产品涉猎广泛，购买过多种不同类型的产品。
IG-001713,Logan Ludwig,0,Consumer,North,Mexico,Female,25,10498.0,61,172.1,974,0.0626,0.4842,107,136,Shirts,22,59.30817610062893,C,95.53459119496856,A,57.54716981132076,C,客户 Logan Ludwig (IG-001713) 属于第 0 类用户群体。 这是一位中等价值客户。 客户关系已维持超过1年，属于长期忠实客户。 活跃度一般，最近半年内有过购买。 购买力强，平均订单价值较高。 最常购买的产品是：Shirts。 产品涉猎广泛，购买过多种不同类型的产品。 营销建议：发送再营销邮件和专属优惠。
IG-00291,Owen Ludwig,0,Corporate,Central,France,Male,28,10721.0,63,170.17,1067,0.059,0.475,14,68,T - Shirts,24,63.96226415094339,B,92.70440251572327,A,45.22012578616352,C,客户 Owen Ludwig (IG-00291) 属于第 0 类用户群体。 这是一位中高价值客户，消费金额较为可观。 客户关系已维持超过1年，属于长期忠实客户。 近期活跃，最近30天内有过购买。 购买力强，平均订单价值较高。 最常购买的产品是：T - Shirts。 产品涉猎广泛，购买过多种不同类型的产品。
IG-00323,Bass Ludwig,1,Consumer,Africa,Democratic Republic of the Congo,Male,26,10698.0,66,162.09,1068,0.0618,0.456,15,98,Fossil Watch,29,63.52201257861635,B,71.57232704402516,B,54.15094339622642,C,客户 Bass Ludwig (IG-00323) 属于第 1 类用户群体。 这是一位中高价值客户，消费金额较为可观。 客户关系已维持超过1年，属于长期忠实客户。 近期活跃，最近30天内有过购买。 最常购买的产品是：Fossil Watch。 产品涉猎广泛，购买过多种不同类型的产品。
IN-001067,Ward Blumstein,0,Corporate,Central,Germany,Male,21,9168.0,62,147.87,1078,0.0575,0.4612,3,83,Sports Wear,27,36.10062893081761,D,17.358490566037734,E,40.314465408805034,C,客户 Ward Blumstein (IN-001067) 属于第 0 类用户群体。 这是一位低价值客户，有较大的提升空间。 客户关系已维持超过1年，属于长期忠实客户。 近期活跃，最近30天内有过购买。 最常购买的产品是：Sports Wear。 产品涉猎广泛，购买过多种不同类型的产品。
IN-00108,Love Grinstein,1,Consumer,North Asia,China,Male,49,11209.0,65,172.45,1072,0.0606,0.4833,9,74,T - Shirts,25,71.69811320754717,B,96.66666666666667,A,49.874213836477985,C,客户 Love Grinstein (IN-00108) 属于第 1 类用户群体。 这是一位中高价值客户，消费金额较为可观。 客户关系已维持超过1年，属于长期忠实客户。 近期活跃，最近30天内有过购买。 购买力强，平均订单价值较高。 最常购买的产品是：T - Shirts。 产品涉猎广泛，购买过多种不同类型的产品。
IN-001429,Lloyd Martin,0,Consumer,West,United States,Female,32,9032.0,58,155.72,1076,0.0539,0.4503,5,137,Casula Shoes,23,33.081761006289305,D,47.54716981132076,C,30.31446540880503,D,客户 Lloyd Martin (IN-001429) 属于第 0 类用户群体。 这是一位低价值客户，有较大的提升空间。 客户关系已维持超过1年，属于长期忠实客户。 近期活跃，最近30天内有过购买。 最常购买的产品是：Casula Shoes。 产品涉猎广泛，购买过多种不同类型的产品。
IN-001707,Figueroa Martin,0,Consumer,Central,France,Male,34,8200.0,50,164.0,1065,0.0469,0.4999,16,63,Running Shoes,21,19.748427672955977,E,78.74213836477988,B,13.773584905660377,E,客户 Figueroa Martin (IN-001707) 属于第 0 类用户群体。 这是一位低价值客户，有较大的提升空间。 客户关系已维持超过1年，属于长期忠实客户。 近期活跃，最近30天内有过购买。 最常购买的产品是：Running Shoes。 产品涉猎广泛，购买过多种不同类型的产品。
IN-00188,Barker Haberlin,1,Corporate,Africa,Morocco,Female,27,11096.0,74,149.95,1073,0.069,0.4557,8,141,Curtains,27,69.937106918239,B,24.71698113207547,D,73.83647798742138,B,客户 Barker Haberlin (IN-00188) 属于第 1 类用户群体。 这是一位中高价值客户，消费金额较为可观。 客户关系已维持超过1年，属于长期忠实客户。 近期活跃，最近30天内有过购买。 最常购买的产品是：Curtains。 产品涉猎广泛，购买过多种不同类型的产品。
IN-00196,Ball Hagelstein,1,Corporate,South,Brazil,Female,32,10617.0,71,149.54,1075,0.066,0.4492,6,155,Sneakers,27,61.57232704402516,B,23.52201257861635,D,67.54716981132076,B,客户 Ball Hagelstein (IN-00196) 属于第 1 类用户群体。 这是一位中高价值客户，消费金额较为可观。 客户关系已维持超过1年，属于长期忠实客户。 近期活跃，最近30天内有过购买。 互动积极，经常浏览、点赞和分享产品。 最常购买的产品是：Sneakers。 产品涉猎广泛，购买过多种不同类型的产品。 营销建议：邀请参与产品评测和新品试用。
IN-002417,Carson Martin,0,Consumer,North,United Kingdom,Female,20,9496.0,54,175.85,1066,0.0507,0.516,17,115,T - Shirts,23,41.88679245283019,C,98.36477987421384,A,20.628930817610065,D,客户 Carson Martin (IN-002417) 属于第 0 类用户群体。 这是一位中等价值客户。 客户关系已维持超过1年，属于长期忠实客户。 近期活跃，最近30天内有过购买。 购买力强，平均订单价值较高。 最常购买的产品是：T - Shirts。 产品涉猎广泛，购买过多种不同类型的产品。
IN-002564,Summers Merwin,0,Consumer,South,United States,Male,34,8605.0,57,150.96,1061,0.0537,0.4492,16,78,Shirts,30,26.037735849056602,D,29.433962264150942,D,29.874213836477985,D,客户 Summers Merwin (IN-002564) 属于第 0 类用户群体。 这是一位低价值客户，有较大的提升空间。 客户关系已维持超过1年，属于长期忠实客户。 近期活跃，最近30天内有过购买。 最常购买的产品是：Shirts。 产品涉猎广泛，购买过多种不同类型的产品。
IN-00295,Davis Akin,1,Consumer,East,United States,Female,26,12009.0,71,169.14,1074,0.0661,0.4711,0,148,Suits,25,79.87421383647799,B,91.19496855345912,A,67.67295597484276,B,客户 Davis Akin (IN-00295) 属于第 1 类用户群体。 这是一位中高价值客户，消费金额较为可观。 客户关系已维持超过1年，属于长期忠实客户。 近期活跃，最近30天内有过购买。 购买力强，平均订单价值较高。 互动积极，经常浏览、点赞和分享产品。 最常购买的产品是：Suits。 产品涉猎广泛，购买过多种不同类型的产品。 营销建议：邀请参与产品评测和新品试用。
IN-00405,Miles Gilpin,1,Consumer,East,United States,Male,31,13832.0,85,162.73,1080,0.0787,0.4703,1,109,Sneakers,34,95.22012578616352,A,74.0880503144654,B,92.20125786163523,A,客户 Miles Gilpin (IN-00405) 属于第 1 类用户群体。 这是一位高价值客户，总消费金额排在前20%。 客户关系已维持超过1年，属于长期忠实客户。 近期活跃，最近30天内有过购买。 购买频率高，复购行为明显。 最常购买的产品是：Sneakers。 产品涉猎广泛，购买过多种不同类型的产品。 营销建议：提供VIP专属服务和优先配送；推荐忠诚度计划和定期购服务。
IN-00406,Zimmerman Lichtenstein,0,Corporate,Caribbean,Cuba,Male,27,9319.0,56,166.41,982,0.057,0.4784,99,73,T - Shirts,23,38.113207547169814,D,86.28930817610063,A,38.67924528301887,D,客户 Zimmerman Lichtenstein (IN-00406) 属于第 0 类用户群体。 这是一位低价值客户，有较大的提升空间。 客户关系已维持超过1年，属于长期忠实客户。 活跃度一般，最近半年内有过购买。 购买力强，平均订单价值较高。 最常购买的产品是：T - Shirts。 产品涉猎广泛，购买过多种不同类型的产品。 营销建议：发送再营销邮件和专属优惠。
IN-0042,Terrell Zeldin,0,Consumer,North Asia,China,Male,24,6460.0,40,161.5,1041,0.0384,0.4433,4,52,Shirts,24,4.40251572327044,E,69.18238993710692,B,2.6415094339622645,E,客户 Terrell Zeldin (IN-0042) 属于第 0 类用户群体。 这是一位低价值客户，有较大的提升空间。 客户关系已维持超过1年，属于长期忠实客户。 近期活跃，最近30天内有过购买。 最常购买的产品是：Shirts。 产品涉猎广泛，购买过多种不同类型的产品。
IN-00420,Cain Mccrossin,1,Home Office,North,Mexico,Female,21,10108.0,64,157.94,1071,0.0598,0.4519,8,137,Titak watch,28,51.886792452830186,C,55.72327044025157,C,47.35849056603774,C,客户 Cain Mccrossin (IN-00420) 属于第 1 类用户群体。 这是一位中等价值客户。 客户关系已维持超过1年，属于长期忠实客户。 近期活跃，最近30天内有过购买。 最常购买的产品是：Titak watch。 产品涉猎广泛，购买过多种不同类型的产品。
IN-00471,Torres Blumstein,1,Home Office,North Asia,China,Female,18,11540.0,69,167.25,1015,0.068,0.4801,1,149,Jeans,24,74.71698113207546,B,88.55345911949686,A,71.69811320754717,B,客户 Torres Blumstein (IN-00471) 属于第 1 类用户群体。 这是一位中高价值客户，消费金额较为可观。 客户关系已维持超过1年，属于长期忠实客户。 近期活跃，最近30天内有过购买。 购买力强，平均订单价值较高。 互动积极，经常浏览、点赞和分享产品。 最常购买的产品是：Jeans。 产品涉猎广泛，购买过多种不同类型的产品。 营销建议：邀请参与产品评测和新品试用。
IN-00523,Guzman Haberlin,0,Consumer,North,Mexico,Male,30,10065.0,62,162.34,1035,0.0599,0.4708,16,84,Titak watch,33,51.069182389937104,C,72.26415094339622,B,47.672955974842765,C,客户 Guzman Haberlin (IN-00523) 属于第 0 类用户群体。 这是一位中等价值客户。 客户关系已维持超过1年，属于长期忠实客户。 近期活跃，最近30天内有过购买。 最常购买的产品是：Titak watch。 产品涉猎广泛，购买过多种不同类型的产品。
IN-00561,Bowers Martin,1,Consumer,Central,Guatemala,Male,22,10948.0,71,154.2,1063,0.0668,0.4462,9,76,Fossil Watch,30,67.67295597484276,B,41.509433962264154,C,69.24528301886792,B,客户 Bowers Martin (IN-00561) 属于第 1 类用户群体。 这是一位中高价值客户，消费金额较为可观。 客户关系已维持超过1年，属于长期忠实客户。 近期活跃，最近30天内有过购买。 最常购买的产品是：Fossil Watch。 产品涉猎广泛，购买过多种不同类型的产品。
IN-00562,Waters Lampkin,0,Consumer,North,Mexico,Male,19,9414.0,58,162.31,1036,0.056,0.4534,16,81,Sports Wear,25,40.25157232704403,C,72.0125786163522,B,35.34591194968553,D,客户 Waters Lampkin (IN-00562) 属于第 0 类用户群体。 这是一位中等价值客户。 客户关系已维持超过1年，属于长期忠实客户。 近期活跃，最近30天内有过购买。 最常购买的产品是：Sports Wear。 产品涉猎广泛，购买过多种不同类型的产品。
IN-00565,Page Häberlin,0,Home Office,North,Mexico,Female,52,9533.0,61,156.28,1058,0.0577,0.4681,8,137,Formal Shoes,18,42.76729559748428,C,49.937106918238996,C,40.88050314465409,C,客户 Page Häberlin (IN-00565) 属于第 0 类用户群体。 这是一位中等价值客户。 客户关系已维持超过1年，属于长期忠实客户。 近期活跃，最近30天内有过购买。 最常购买的产品是：Formal Shoes。 产品涉猎广泛，购买过多种不同类型的产品。
IN-00585,Peterson Blumstein,0,Corporate,South,Italy,Male,22,9106.0,62,146.87,1048,0.0592,0.4449,2,74,Dinner Crockery,29,34.9685534591195,D,15.09433962264151,E,45.911949685534594,C,客户 Peterson Blumstein (IN-00585) 属于第 0 类用户群体。 这是一位低价值客户，有较大的提升空间。 客户关系已维持超过1年，属于长期忠实客户。 近期活跃，最近30天内有过购买。 最常购买的产品是：Dinner Crockery。 产品涉猎广泛，购买过多种不同类型的产品。
IN-00617,Vance Raglin,1,Consumer,EMEA,Belarus,Female,62,12482.0,76,164.24,1077,0.0706,0.4691,4,171,Formal Shoes,28,84.90566037735849,A,79.43396226415095,B,77.42138364779875,B,客户 Vance Raglin (IN-00617) 属于第 1 类用户群体。 这是一位高价值客户，总消费金额排在前20%。 客户关系已维持超过1年，属于长期忠实客户。 近期活跃，最近30天内有过购买。 互动积极，经常浏览、点赞和分享产品。 最常购买的产品是：Formal Shoes。 产品涉猎广泛，购买过多种不同类型的产品。 营销建议：提供VIP专属服务和优先配送；邀请参与产品评测和新品试用。
IN-00783,Welch Fein,0,Corporate,EMEA,Iraq,Female,20,8819.0,58,152.05,1075,0.054,0.4796,3,125,Jeans,24,29.18238993710692,D,33.081761006289305,D,30.754716981132074,D,客户 Welch Fein (IN-00783) 属于第 0 类用户群体。 这是一位低价值客户，有较大的提升空间。 客户关系已维持超过1年，属于长期忠实客户。 近期活跃，最近30天内有过购买。 最常购买的产品是：Jeans。 产品涉猎广泛，购买过多种不同类型的产品。
IN-00812,Patterson Brittain,1,Home Office,Oceania,Australia,Female,25,12850.0,70,183.57,1073,0.0652,0.5152,8,158,Sneakers,20,89.05660377358491,A,99.87421383647799,A,65.59748427672956,B,客户 Patterson Brittain (IN-00812) 属于第 1 类用户群体。 这是一位高价值客户，总消费金额排在前20%。 客户关系已维持超过1年，属于长期忠实客户。 近期活跃，最近30天内有过购买。 购买力强，平均订单价值较高。 互动积极，经常浏览、点赞和分享产品。 最常购买的产品是：Sneakers。 产品涉猎广泛，购买过多种不同类型的产品。 营销建议：提供VIP专属服务和优先配送；邀请参与产品评测和新品试用。
IO-001079,Conway Seio,1,Home Office,North,Mexico,Male,18,10643.0,70,152.04,1034,0.0677,0.515,16,99,Sneakers,30,62.13836477987421,B,32.9559748427673,D,71.25786163522012,B,客户 Conway Seio (IO-001079) 属于第 1 类用户群体。 这是一位中高价值客户，消费金额较为可观。 客户关系已维持超过1年，属于长期忠实客户。 近期活跃，最近30天内有过购买。 最常购买的产品是：Sneakers。 产品涉猎广泛，购买过多种不同类型的产品。
IO-001789,Walter Seio,0,Consumer,West,United States,Male,21,7274.0,45,161.64,1078,0.0417,0.4831,5,60,Shirts,25,9.559748427672957,E,69.937106918239,B,5.4088050314465415,E,客户 Walter Seio (IO-001789) 属于第 0 类用户群体。 这是一位低价值客户，有较大的提升空间。 客户关系已维持超过1年，属于长期忠实客户。 近期活跃，最近30天内有过购买。 最常购买的产品是：Shirts。 产品涉猎广泛，购买过多种不同类型的产品。
IO-002304,Baker Barcio,0,Corporate,North Asia,Japan,Female,26,8384.0,50,167.68,1034,0.0484,0.476,46,110,T - Shirts,19,22.89308176100629,D,89.05660377358491,A,16.22641509433962,E,客户 Baker Barcio (IO-002304) 属于第 0 类用户群体。 这是一位低价值客户，有较大的提升空间。 客户关系已维持超过1年，属于长期忠实客户。 较为活跃，最近90天内有过购买。 购买力强，平均订单价值较高。 最常购买的产品是：T - Shirts。 产品涉猎广泛，购买过多种不同类型的产品。
IR-00233,Phelps Mcnair,0,Corporate,Southeast Asia,Indonesia,Female,22,9033.0,57,158.47,1065,0.0535,0.4338,16,125,Running Shoes,19,33.33333333333333,D,57.861635220125784,C,29.433962264150942,D,客户 Phelps Mcnair (IR-00233) 属于第 0 类用户群体。 这是一位低价值客户，有较大的提升空间。 客户关系已维持超过1年，属于长期忠实客户。 近期活跃，最近30天内有过购买。 最常购买的产品是：Running Shoes。 产品涉猎广泛，购买过多种不同类型的产品。
IR-003050,Sims Demir,1,Consumer,Southeast Asia,Indonesia,Female,38,12288.0,72,170.67,1031,0.0698,0.4782,46,158,Suits,23,82.76729559748428,A,93.33333333333333,A,75.53459119496856,B,客户 Sims Demir (IR-003050) 属于第 1 类用户群体。 这是一位高价值客户，总消费金额排在前20%。 客户关系已维持超过1年，属于长期忠实客户。 较为活跃，最近90天内有过购买。 购买力强，平均订单价值较高。 互动积极，经常浏览、点赞和分享产品。 最常购买的产品是：Suits。 产品涉猎广泛，购买过多种不同类型的产品。 营销建议：提供VIP专属服务和优先配送；邀请参与产品评测和新品试用。
IS-00119,Parrish Preis,0,Home Office,South,Spain,Male,20,7925.0,48,165.1,1075,0.0447,0.4935,6,61,Car Speakers,29,16.10062893081761,E,83.14465408805032,A,9.056603773584905,E,客户 Parrish Preis (IS-00119) 属于第 0 类用户群体。 这是一位低价值客户，有较大的提升空间。 客户关系已维持超过1年，属于长期忠实客户。 近期活跃，最近30天内有过购买。 购买力强，平均订单价值较高。 最常购买的产品是：Car Speakers。 产品涉猎广泛，购买过多种不同类型的产品。
IS-00123,Saunders Kotsonis,1,Consumer,Southeast Asia,Malaysia,Female,36,14108.0,93,151.7,1060,0.0877,0.4541,16,190,Dinner Crockery,28,96.22641509433963,A,32.45283018867924,D,98.11320754716981,A,客户 Saunders Kotsonis (IS-00123) 属于第 1 类用户群体。 这是一位高价值客户，总消费金额排在前20%。 客户关系已维持超过1年，属于长期忠实客户。 近期活跃，最近30天内有过购买。 购买频率高，复购行为明显。 互动积极，经常浏览、点赞和分享产品。 最常购买的产品是：Dinner Crockery。 产品涉猎广泛，购买过多种不同类型的产品。 营销建议：提供VIP专属服务和优先配送；推荐忠诚度计划和定期购服务；邀请参与产品评测和新品试用。
IS-00169,Lester Preis,1,Home Office,South,Colombia,Male,18,9578.0,68,140.85,1064,0.0639,0.4589,14,86,Sports Wear,30,43.39622641509434,C,5.534591194968554,E,62.13836477987421,B,客户 Lester Preis (IS-00169) 属于第 1 类用户群体。 这是一位中等价值客户。 客户关系已维持超过1年，属于长期忠实客户。 近期活跃，最近30天内有过购买。 最常购买的产品是：Sports Wear。 产品涉猎广泛，购买过多种不同类型的产品。
IS-00250,Gilmore Norris,1,Home Office,Central,France,Male,38,12400.0,68,182.35,1065,0.0638,0.5046,16,81,Jeans,22,83.77358490566039,A,99.74842767295597,A,61.57232704402516,B,客户 Gilmore Norris (IS-00250) 属于第 1 类用户群体。 这是一位高价值客户，总消费金额排在前20%。 客户关系已维持超过1年，属于长期忠实客户。 近期活跃，最近30天内有过购买。 购买力强，平均订单价值较高。 最常购买的产品是：Jeans。 产品涉猎广泛，购买过多种不同类型的产品。 营销建议：提供VIP专属服务和优先配送。
IS-0041497,Kelley Devincentis,0,Corporate,Central,France,Female,21,4411.0,31,142.29,1060,0.0292,0.4292,11,70,Dinning Tables,16,0.25157232704402516,E,7.044025157232705,E,0.25157232704402516,E,客户 Kelley Devincentis (IS-0041497) 属于第 0 类用户群体。 这是一位低价值客户，有较大的提升空间。 客户关系已维持超过1年，属于长期忠实客户。 近期活跃，最近30天内有过购买。 最常购买的产品是：Dinning Tables。 产品涉猎广泛，购买过多种不同类型的产品。
IS-0053,Humphrey Preis,1,Home Office,South,Brazil,Male,43,11207.0,65,172.42,1066,0.061,0.498,15,93,Fossil Watch,29,71.57232704402516,B,96.35220125786164,A,51.38364779874214,C,客户 Humphrey Preis (IS-0053) 属于第 1 类用户群体。 这是一位中高价值客户，消费金额较为可观。 客户关系已维持超过1年，属于长期忠实客户。 近期活跃，最近30天内有过购买。 购买力强，平均订单价值较高。 最常购买的产品是：Fossil Watch。 产品涉猎广泛，购买过多种不同类型的产品。
IS-00640,Moody Kargatis,1,Consumer,Africa,Nigeria,Male,38,10892.0,67,162.57,1076,0.0623,0.4636,3,89,Fossil Watch,30,66.54088050314465,B,73.45911949685534,B,56.91823899371069,C,客户 Moody Kargatis (IS-00640) 属于第 1 类用户群体。 这是一位中高价值客户，消费金额较为可观。 客户关系已维持超过1年，属于长期忠实客户。 近期活跃，最近30天内有过购买。 最常购买的产品是：Fossil Watch。 产品涉猎广泛，购买过多种不同类型的产品。
IS-007755,Harrell Preis,1,Home Office,South,United States,Female,26,12503.0,79,158.27,1071,0.0738,0.47,10,182,Titak watch,28,85.40880503144655,A,57.295597484276726,C,84.84276729559748,A,客户 Harrell Preis (IS-007755) 属于第 1 类用户群体。 这是一位高价值客户，总消费金额排在前20%。 客户关系已维持超过1年，属于长期忠实客户。 近期活跃，最近30天内有过购买。 购买频率高，复购行为明显。 互动积极，经常浏览、点赞和分享产品。 最常购买的产品是：Titak watch。 产品涉猎广泛，购买过多种不同类型的产品。 营销建议：提供VIP专属服务和优先配送；推荐忠诚度计划和定期购服务；邀请参与产品评测和新品试用。
IS-00792,Navarro Preis,0,Consumer,North,Mexico,Male,36,7594.0,48,158.21,1066,0.045,0.474,16,69,Jeans,26,12.38993710691824,E,57.0440251572327,C,9.685534591194969,E,客户 Navarro Preis (IS-00792) 属于第 0 类用户群体。 这是一位低价值客户，有较大的提升空间。 客户关系已维持超过1年，属于长期忠实客户。 近期活跃，最近30天内有过购买。 最常购买的产品是：Jeans。 产品涉猎广泛，购买过多种不同类型的产品。
IS-0091,Riley Davis,0,Corporate,Africa,Lesotho,Male,27,7300.0,54,135.19,1065,0.0507,0.4266,16,65,Sneakers,23,9.685534591194969,E,1.3836477987421385,E,20.628930817610065,D,客户 Riley Davis (IS-0091) 属于第 0 类用户群体。 这是一位低价值客户，有较大的提升空间。 客户关系已维持超过1年，属于长期忠实客户。 近期活跃，最近30天内有过购买。 最常购买的产品是：Sneakers。 产品涉猎广泛，购买过多种不同类型的产品。
IS-00929,Haynes Goranitis,0,Consumer,So3th,Argentina,Male,22,8772.0,58,151.24,1034,0.0561,0.4421,16,67,Suits,23,28.30188679245283,D,30.31446540880503,D,35.84905660377358,D,客户 Haynes Goranitis (IS-00929) 属于第 0 类用户群体。 这是一位低价值客户，有较大的提升空间。 客户关系已维持超过1年，属于长期忠实客户。 近期活跃，最近30天内有过购买。 最常购买的产品是：Suits。 产品涉猎广泛，购买过多种不同类型的产品。
IS-00989,Barton Mathis,0,Consumer,South,United States,Male,38,6405.0,41,156.22,1039,0.0395,0.4423,3,54,Formal Shoes,22,3.7735849056603774,E,49.55974842767296,C,3.207547169811321,E,客户 Barton Mathis (IS-00989) 属于第 0 类用户群体。 这是一位低价值客户，有较大的提升空间。 客户关系已维持超过1年，属于长期忠实客户。 近期活跃，最近30天内有过购买。 最常购买的产品是：Formal Shoes。 产品涉猎广泛，购买过多种不同类型的产品。
IT-005590,Collins Benoit,1,Consumer,EMEA,Iraq,Female,31,10971.0,68,161.34,1076,0.0632,0.4737,6,146,Running Shoes,24,68.17610062893081,B,68.36477987421384,B,59.93710691823899,C,客户 Collins Benoit (IT-005590) 属于第 1 类用户群体。 这是一位中高价值客户，消费金额较为可观。 客户关系已维持超过1年，属于长期忠实客户。 近期活跃，最近30天内有过购买。 最常购买的产品是：Running Shoes。 产品涉猎广泛，购买过多种不同类型的产品。
IZ-001402,Gill Kriz,1,Consumer,Oceania,Australia,Female,24,12038.0,75,160.51,1035,0.0725,0.4643,46,154,Jeans,26,80.37735849056604,A,65.47169811320754,B,82.0754716981132,A,客户 Gill Kriz (IZ-001402) 属于第 1 类用户群体。 这是一位高价值客户，总消费金额排在前20%。 客户关系已维持超过1年，属于长期忠实客户。 较为活跃，最近90天内有过购买。 购买频率高，复购行为明显。 互动积极，经常浏览、点赞和分享产品。 最常购买的产品是：Jeans。 产品涉猎广泛，购买过多种不同类型的产品。 营销建议：提供VIP专属服务和优先配送；推荐忠诚度计划和定期购服务；邀请参与产品评测和新品试用。
IZ-002,Alvarado Kriz,1,Home Office,Central,Germany,Male,32,13709.0,81,169.25,1036,0.0782,0.4696,16,120,Shirts,35,94.46540880503144,A,91.57232704402516,A,91.63522012578616,A,客户 Alvarado Kriz (IZ-002) 属于第 1 类用户群体。 这是一位高价值客户，总消费金额排在前20%。 客户关系已维持超过1年，属于长期忠实客户。 近期活跃，最近30天内有过购买。 购买力强，平均订单价值较高。 购买频率高，复购行为明显。 最常购买的产品是：Shirts。 产品涉猎广泛，购买过多种不同类型的产品。 营销建议：提供VIP专属服务和优先配送；推荐忠诚度计划和定期购服务。
IZ-003073,Colon Kriz,0,Consumer,North,United Kingdom,Male,30,6500.0,39,166.67,1019,0.0383,0.505,0,51,Sports Wear,17,4.654088050314465,E,87.04402515723271,A,2.515723270440252,E,客户 Colon Kriz (IZ-003073) 属于第 0 类用户群体。 这是一位低价值客户，有较大的提升空间。 客户关系已维持超过1年，属于长期忠实客户。 近期活跃，最近30天内有过购买。 购买力强，平均订单价值较高。 最常购买的产品是：Sports Wear。 产品涉猎广泛，购买过多种不同类型的产品。
K -004480,Peck ,0,Consumer,West,United States,Female,20,9116.0,54,168.81,1077,0.0501,0.4761,1,117,Shirts,22,35.22012578616352,D,90.62893081761007,A,19.49685534591195,E,客户 Peck  (K -004480) 属于第 0 类用户群体。 这是一位低价值客户，有较大的提升空间。 客户关系已维持超过1年，属于长期忠实客户。 近期活跃，最近30天内有过购买。 购买力强，平均订单价值较高。 最常购买的产品是：Shirts。 产品涉猎广泛，购买过多种不同类型的产品。
KA-00280,Deleon Pisteka,0,Corporate,South,United States,Male,38,7244.0,45,160.98,1066,0.0422,0.4701,15,47,Jeans,21,8.930817610062892,E,66.47798742138365,B,5.9748427672955975,E,客户 Deleon Pisteka (KA-00280) 属于第 0 类用户群体。 这是一位低价值客户，有较大的提升空间。 客户关系已维持超过1年，属于长期忠实客户。 近期活跃，最近30天内有过购买。 最常购买的产品是：Jeans。 产品涉猎广泛，购买过多种不同类型的产品。
KE-0022,Holt Glocke,1,Corporate,West,United States,Male,31,12107.0,82,147.65,1074,0.0764,0.4591,7,105,Formal Shoes,28,81.50943396226415,A,16.855345911949684,E,88.49056603773585,A,客户 Holt Glocke (KE-0022) 属于第 1 类用户群体。 这是一位高价值客户，总消费金额排在前20%。 客户关系已维持超过1年，属于长期忠实客户。 近期活跃，最近30天内有过购买。 购买频率高，复购行为明显。 最常购买的产品是：Formal Shoes。 产品涉猎广泛，购买过多种不同类型的产品。 营销建议：提供VIP专属服务和优先配送；推荐忠诚度计划和定期购服务。
