Customer ID,Customer Name,Segment,Country,Region,City,State,Gender,Age,Age Group,Education,Marital Status,Total_Orders,Total_Quantity,Total_Sales,Total_Profit,Total_Discount_Amount,Total_Net_Sales,Total_Shipping_Cost,Avg_Discount,First_Purchase_Date,Last_Purchase_Date,Customer_Lifetime_Days,Purchase_Days,Avg_Purchase_Interval_Days,Favorite_Product,Unique_Products_Purchased,Avg_Browsing_Time,Total_Likes,Total_Shares,Total_Add_to_Cart,Total_Engagement_Score,Critical_Orders,High_Orders,Low_Orders,Medium_Orders,Month_1_Orders,Month_2_Orders,Month_3_Orders,Month_4_Orders,Month_5_Orders,Month_6_Orders,Month_7_Orders,Month_8_Orders,Month_9_Orders,Month_10_Orders,Month_11_Orders,Month_12_Orders,Avg_Order_Value,Avg_Order_Profit,Avg_Order_Quantity,Profit_Margin,Shipping_Cost_Ratio,Discount_Ratio,Purchase_Frequency,Browsing_Time_per_Order,Days_Since_Last_Purchase,Monetary_Value,Purchase_Frequency_RFM,Cluster
LL-001705,Mathews O'Donnell,Corporate,Nigeria,Africa,Benin City,Edo,Male,43,35-49,Doctorate,Married,55,158.0,7919.0,3643.2,224.76,7694.24,364.3,0.0274545454545454,2022-01-15,2024-11-27,1047,48,19.38888888888889,Titak watch,26,12.543636363636365,18,18,31,67,6,19,5,25,8,2,6,4,1,7,3,8,2,6,6,2,143.98,66.24,2.87,0.4601,0.046,0.0284,0.0525,12.54,34,7919.0,55,1
LL-00179,Giles Turnell,Consumer,China,North Asia,Wuxi,Jiangsu,Female,47,35-49,Doctorate,Married,67,199.0,10713.0,4836.4,296.33,10416.67,483.8,0.0280597014925373,2022-01-29,2024-12-22,1058,53,16.03030303030303,Running Shoes,18,20.49253731343284,51,45,50,146,2,12,2,51,7,4,5,8,3,8,6,8,5,4,4,5,159.9,72.19,2.97,0.4515,0.0452,0.0277,0.0633,20.49,9,10713.0,67,3
LL-00180,Boone Maxwell,Corporate,France,Central,Deuil-la-Barre,Ile-de-France,Male,32,25-34,Bachelor,Married,58,180.0,9316.0,4184.7,290.34,9025.66,418.3,0.0320689655172413,2022-01-30,2024-11-29,1034,52,18.140350877192983,Casula Shoes,26,12.524137931034485,21,18,33,72,0,24,2,32,2,4,6,8,6,7,3,7,5,3,5,2,160.62,72.15,3.1,0.4492,0.0449,0.0312,0.0561,12.52,32,9316.0,58,1
LL-001929,Cole Campbell,Consumer,Bulgaria,EMEA,Sofia,Sofiya-Grad,Female,18,18-24,High School,Married,67,175.0,10600.0,5101.0,315.72,10284.28,509.8,0.03,2022-01-15,2024-12-30,1080,59,16.363636363636363,Formal Shoes,29,20.413432835820892,46,40,52,138,0,18,11,38,6,6,5,2,9,6,8,2,10,3,6,4,158.21,76.13,2.61,0.4812,0.0481,0.0298,0.062,20.41,1,10600.0,67,0
LL-0023,Gaines O'Carroll,Consumer,Australia,Oceania,Geraldton,Western Australia,Male,27,25-34,Bachelor,Married,74,229.0,11278.0,5176.0,313.62,10964.38,517.9,0.0291891891891891,2022-01-15,2024-12-17,1067,62,14.616438356164384,Suits,31,12.927027027027028,29,29,34,92,6,32,6,30,8,10,8,3,3,3,6,8,6,7,6,6,152.41,69.95,3.09,0.4589,0.0459,0.0278,0.0694,12.93,14,11278.0,74,2
LL-0026,Freeman Castell,Corporate,India,Central Asia,Raipur,Uttarakhand,Male,28,25-34,Associate Degree,Married,68,221.0,11047.0,5093.6,321.91,10725.09,509.4,0.0288235294117647,2022-01-15,2024-12-23,1073,57,16.01492537313433,Formal Shoes,28,12.57941176470588,18,21,30,69,13,17,3,35,5,4,6,6,5,8,7,6,7,5,6,3,162.46,74.91,3.25,0.4611,0.0461,0.0291,0.0634,12.58,8,11047.0,68,2
LL-00335,Rose Connell,Consumer,Australia,Oceania,Gold Coast,Queensland,Male,62,50-64,Doctorate,Single,66,217.0,11393.0,5473.5,345.48,11047.52,547.3,0.0309090909090909,2022-01-15,2024-12-31,1081,56,16.630769230769232,T - Shirts,24,13.977272727272728,27,20,35,82,3,19,5,39,8,6,4,3,3,5,4,8,5,3,7,10,172.62,82.93,3.29,0.4804,0.048,0.0303,0.0611,13.98,0,11393.0,66,2
LL-00353,Espinoza Mull,Consumer,France,Central,Creil,Picardy,Male,42,35-49,Doctorate,Married,59,189.0,9121.0,3886.3,271.64,8849.36,388.8,0.0296610169491525,2022-01-14,2024-12-26,1077,57,18.56896551724138,Suits,29,13.740677966101696,27,21,31,79,3,14,0,42,4,4,6,9,4,2,3,5,5,5,9,3,154.59,65.87,3.2,0.4261,0.0426,0.0298,0.0548,13.74,5,9121.0,59,1
LL-00394,Booker Russell,Consumer,Australia,Oceania,Sydney,New South Wales,Male,21,18-24,Associate Degree,Single,66,220.0,9840.0,4579.4,276.5,9563.5,458.0,0.0283333333333333,2022-01-15,2024-12-20,1070,56,16.46153846153846,Fossil Watch,25,12.924242424242424,21,22,38,81,4,17,12,33,5,7,8,5,9,8,4,4,4,6,1,5,149.09,69.38,3.33,0.4654,0.0465,0.0281,0.0617,12.92,11,9840.0,66,1
LL-00398,Wells Castell,Consumer,Philippines,Southeast Asia,Manila,National Capital,Male,36,35-49,Master,Single,60,177.0,9326.0,4635.9,261.47,9064.53,463.5,0.0283333333333333,2022-01-21,2024-12-24,1068,53,18.10169491525424,T - Shirts,28,12.276666666666667,20,13,29,62,7,19,8,26,4,4,3,6,3,8,9,8,2,5,5,3,155.43,77.26,2.95,0.4971,0.0497,0.028,0.0562,12.28,7,9326.0,60,1
LL-00399,Short O'Connell,Corporate,Philippines,Southeast Asia,Manila,National Capital,Female,31,25-34,Bachelor,Married,86,275.0,14379.0,6946.7,384.21,13994.79,694.3,0.0283720930232558,2022-01-15,2024-12-27,1077,65,12.670588235294115,Shirts,26,21.598837209302324,60,58,63,181,0,17,7,62,3,6,2,3,9,10,12,4,5,10,11,11,167.2,80.78,3.2,0.4831,0.0483,0.0267,0.0799,21.6,4,14379.0,86,0
LL-00426,Webb Castell,Corporate,Brazil,South,Cabo de Santo Agostinho,Pernambuco,Female,24,18-24,High School,Single,56,158.0,9925.0,5012.5,278.2,9646.8,501.3,0.02875,2022-01-15,2024-11-18,1038,46,18.87272727272727,T - Shirts,23,21.40357142857143,42,39,47,128,0,22,3,31,8,8,6,1,2,2,3,6,3,8,5,4,177.23,89.51,2.82,0.505,0.0505,0.028,0.0539,21.4,43,9925.0,56,4
LL-00466,Cohen Howell,Consumer,Belgium,Central,Genk,Limburg,Female,26,25-34,Bachelor,Married,41,130.0,6452.0,2868.0,196.12,6255.88,286.6,0.0285365853658536,2022-01-15,2024-11-14,1034,38,25.85,Casula Shoes,21,22.09756097560976,27,24,30,81,0,9,1,31,3,5,2,1,9,1,2,5,3,3,5,2,157.37,69.95,3.17,0.4445,0.0444,0.0304,0.0397,22.1,47,6452.0,41,4
LL-00478,Oneal Norvell,Consumer,United States,Central,El Paso,Texas,Female,19,18-24,High School,Married,62,204.0,8666.0,3742.8,262.67,8403.33,374.3,0.0304838709677419,2022-01-15,2024-11-15,1035,52,16.9672131147541,Sofas,25,22.203225806451613,39,34,51,124,2,24,0,36,5,5,6,5,7,4,5,10,4,3,4,4,139.77,60.37,3.29,0.4319,0.0432,0.0303,0.0599,22.2,46,8666.0,62,4
LL-00606,Richardson Blackwell,Consumer,Mexico,North,Hermosillo,Sonora,Female,34,25-34,Bachelor,Married,56,191.0,8563.0,3658.7,272.08,8290.92,365.9,0.0319642857142857,2022-02-27,2024-12-15,1022,47,18.581818181818186,Formal Shoes,24,19.955357142857142,40,42,44,126,1,6,6,43,3,5,3,5,5,6,5,4,6,4,8,2,152.91,65.33,3.41,0.4273,0.0427,0.0318,0.0548,19.96,16,8563.0,56,4
LL-0066,Leblanc Spruell,Consumer,Indonesia,Southeast Asia,Surakarta,Jawa Tengah,Male,24,18-24,High School,Married,56,164.0,8356.0,3647.1,249.84,8106.16,364.9,0.0303571428571428,2022-02-18,2024-10-25,980,49,17.818181818181817,Shirts,27,14.542857142857144,27,21,25,73,4,27,7,18,3,3,5,3,6,6,6,5,8,7,3,1,149.21,65.13,2.93,0.4365,0.0437,0.0299,0.0571,14.54,67,8356.0,56,4
LL-00707,Bradshaw Swindell,Corporate,France,Central,Nogent-sur-Oise,Picardy,Female,27,25-34,Bachelor,Married,36,103.0,6081.0,3055.1,157.45000000000002,5923.55,305.5,0.0266666666666666,2022-01-15,2024-12-15,1065,33,30.428571428571427,Sports Wear,16,19.25277777777778,28,29,34,91,1,12,2,21,5,0,3,4,4,5,2,2,4,3,1,3,168.92,84.86,2.86,0.5024,0.0502,0.0259,0.0338,19.25,16,6081.0,36,3
LL-0079,Gibson Carroll,Consumer,Malaysia,Southeast Asia,Kuala Lumpur,Kuala Lumpur,Male,27,25-34,Associate Degree,Married,56,173.0,7781.0,3503.3,224.73,7556.269999999999,350.1,0.0289285714285714,2022-01-15,2024-12-29,1079,53,19.618181818181817,Sneakers,28,13.641071428571427,24,23,32,79,6,24,2,24,7,4,5,3,5,11,3,2,7,3,4,2,138.95,62.56,3.09,0.4502,0.045,0.0289,0.0519,13.64,2,7781.0,56,1
LL-0092,Mcclain O'Donnell,Corporate,Nicaragua,Central,Matagalpa,Matagalpa,Male,21,18-24,Associate Degree,Married,108,353.0,17015.0,7592.2,539.87,16475.13,759.2,0.0310185185185185,2022-01-16,2024-12-31,1080,85,10.093457943925234,Titak watch,29,12.550925925925926,46,39,55,140,13,30,2,63,9,4,14,7,12,9,14,12,5,8,8,6,157.55,70.3,3.27,0.4462,0.0446,0.0317,0.1,12.55,0,17015.0,108,0
LO-0069,Sanford Zydlo,Corporate,United Kingdom,North,London,England,Male,52,50-64,Doctorate,Married,56,166.0,8076.0,3654.2,250.7,7825.3,365.6,0.0298214285714285,2022-01-15,2024-12-15,1065,48,19.363636363636363,Suits,29,13.210714285714284,22,20,32,74,2,16,1,37,7,3,4,4,6,5,3,11,4,2,4,3,144.21,65.25,2.96,0.4525,0.0453,0.031,0.0526,13.21,16,8076.0,56,1
LS-001,Lane Daniels,Consumer,Australia,Oceania,Brisbane,Queensland,Male,22,18-24,Associate Degree,Married,77,227.0,11924.0,5534.2,347.76,11576.24,553.3,0.0287012987012987,2022-01-15,2024-12-18,1068,59,14.052631578947368,Fossil Watch,24,14.648051948051949,34,37,47,118,8,23,0,46,10,2,7,9,11,4,4,8,7,5,4,6,154.86,71.87,2.95,0.4641,0.0464,0.0292,0.0721,14.65,13,11924.0,77,2
LS-00137,Bradley Daniels,Corporate,Mexico,North,Cancún,Quintana Roo,Male,29,25-34,Bachelor,Single,54,157.0,8779.0,3798.2,292.63,8486.37,379.6,0.0318518518518518,2022-01-19,2024-12-30,1076,47,20.30188679245283,Running Shoes,26,12.56111111111111,20,19,30,69,8,17,3,26,2,4,7,3,2,5,7,2,5,7,4,6,162.57,70.34,2.91,0.4326,0.0432,0.0333,0.0502,12.56,1,8779.0,54,1
LS-00152,Andrews Daniels,Corporate,India,Central Asia,Bangalore,Karnataka,Female,48,35-49,Doctorate,Married,60,181.0,9219.0,3982.9,284.3,8934.7,398.3,0.0283333333333333,2022-01-25,2024-12-18,1058,55,17.93220338983051,Suits,25,20.363333333333333,49,46,53,148,2,25,1,32,6,7,5,6,1,6,3,4,3,4,10,5,153.65,66.38,3.02,0.432,0.0432,0.0308,0.0567,20.36,13,9219.0,60,3
LS-00418,Burnett Mills,Consumer,China,North Asia,Shulan,Jilin,Female,45,35-49,Doctorate,Married,75,232.0,11339.0,5272.2,366.91,10972.09,527.4,0.0329333333333333,2022-01-24,2024-12-21,1062,62,14.35135135135135,Formal Shoes,29,22.58533333333333,54,45,57,156,12,20,6,37,9,9,7,5,7,5,9,3,2,8,4,7,151.19,70.3,3.09,0.465,0.0465,0.0324,0.0706,22.59,10,11339.0,75,0
LT-00275,Dyer Overfelt,Consumer,Mexico,North,San Luis Potosí,San Luis Potosí,Male,31,25-34,Bachelor,Married,79,217.0,12443.0,6024.6,375.96,12067.04,602.3,0.030759493670886,2022-01-15,2024-12-31,1081,69,13.85897435897436,Tyre,29,13.598734177215189,23,30,40,93,8,26,0,45,3,2,9,5,6,8,5,11,5,9,8,8,157.51,76.26,2.75,0.4842,0.0484,0.0302,0.0731,13.6,0,12443.0,79,2
LT-00629,Mcgee Holt,Consumer,United Kingdom,North,Birmingham,England,Male,26,25-34,Bachelor,Single,73,205.0,12460.0,6122.6,354.94,12105.06,613.0,0.0291780821917808,2022-02-13,2024-12-17,1038,55,14.416666666666666,Casula Shoes,29,12.92876712328767,29,26,38,93,10,19,4,40,6,9,7,6,8,3,8,3,7,8,4,4,170.68,83.87,2.81,0.4914,0.0492,0.0285,0.0703,12.93,14,12460.0,73,2
LY-001126,Floyd Kelly,Consumer,China,North Asia,Wuchuan,Guangdong,Female,26,25-34,Bachelor,Single,83,259.0,14271.0,6908.4,393.07,13877.93,690.8,0.0271084337349397,2022-01-14,2024-12-31,1082,75,13.195121951219512,Shirts,21,20.63012048192771,60,60,66,186,0,15,4,64,9,2,5,5,10,6,7,9,5,9,6,10,171.94,83.23,3.12,0.4841,0.0484,0.0275,0.0767,20.63,0,14271.0,83,0
LY-001284,Hartman Phonely,Home Office,Australia,Oceania,Canberra,Australian Capital Territory,Male,27,25-34,Bachelor,Single,58,180.0,8421.0,3890.2,217.59,8203.41,388.9,0.0282758620689655,2022-01-15,2024-12-15,1065,50,18.68421052631579,Sports Wear,28,14.28448275862069,23,15,30,68,4,17,1,36,4,4,5,5,4,6,4,4,4,5,6,7,145.19,67.07,3.1,0.462,0.0462,0.0258,0.0545,14.28,16,8421.0,58,1
LY-001689,Phillips Beeghly,Consumer,Italy,South,Viterbo,Lazio,Male,20,18-24,Associate Degree,Married,77,226.0,11438.0,5220.0,349.77,11088.23,521.9,0.0307792207792207,2022-01-27,2024-12-18,1056,54,13.894736842105264,Fossil Watch,32,12.5987012987013,29,25,39,93,8,32,6,31,9,5,1,9,7,5,5,2,9,2,11,12,148.55,67.79,2.94,0.4564,0.0456,0.0306,0.0729,12.6,13,11438.0,77,2
LY-00193,Juarez Shonely,Consumer,France,Central,Levallois-Perret,Ile-de-France,Male,22,18-24,Associate Degree,Married,62,163.0,8539.0,3599.9,280.58,8258.42,360.0,0.0329032258064516,2022-01-15,2024-12-15,1065,54,17.459016393442624,Sofas,31,13.120967741935484,30,21,34,85,13,17,0,32,9,5,6,7,5,3,5,10,6,3,1,2,137.73,58.06,2.63,0.4216,0.0422,0.0329,0.0582,13.12,16,8539.0,62,1
LY-002834,Hart Daly,Consumer,Indonesia,Southeast Asia,Dumai,Riau,Female,54,50-64,Doctorate,Single,55,159.0,9031.0,4351.8,275.16,8755.84,435.1,0.0307272727272727,2022-02-15,2024-12-20,1039,49,19.24074074074074,T - Shirts,16,18.647272727272725,46,35,46,127,2,15,0,38,2,10,3,6,3,6,7,6,5,1,1,5,164.2,79.12,2.89,0.4819,0.0482,0.0305,0.0529,18.65,11,9031.0,55,3
LY-0054,Winters Shonely,Consumer,Somalia,Africa,Hargeysa,Woqooyi Galbeed,Female,21,18-24,High School,Single,54,162.0,7962.0,3511.1,247.79,7714.21,351.0,0.0294444444444444,2022-01-13,2024-11-28,1050,47,19.81132075471698,Shirts,19,21.47407407407407,36,31,40,107,1,25,2,26,5,3,9,4,3,3,4,4,4,6,9,0,147.44,65.02,3.0,0.441,0.0441,0.0311,0.0514,21.47,33,7962.0,54,3
LY-00540,Preston Savely,Consumer,United States,West,Temecula,California,Female,58,50-64,Doctorate,Single,90,263.0,15010.0,7165.0,389.78,14620.22,716.5,0.0258888888888888,2022-01-13,2024-12-19,1071,77,12.03370786516854,Fossil Watch,32,20.46333333333333,67,68,78,213,10,18,9,53,8,7,6,6,6,5,6,8,13,7,10,8,166.78,79.61,2.92,0.4773,0.0477,0.026,0.084,20.46,12,15010.0,90,0
ME-00955,Howard Blume,Corporate,Rwanda,Africa,Kigali,Kigali,Male,54,50-64,Doctorate,Married,62,183.0,10250.0,4653.8,306.73,9943.27,465.5,0.0298387096774193,2022-01-21,2024-12-16,1060,55,17.37704918032787,Shirts,31,12.138709677419357,23,14,30,67,4,18,4,36,7,4,6,6,5,4,5,10,4,4,3,4,165.32,75.06,2.95,0.454,0.0454,0.0299,0.0585,12.14,15,10250.0,62,2
MI-001768,Morse Taslimi,Corporate,Germany,Central,Heilbronn,Baden-Württemberg,Male,42,35-49,Master,Married,55,178.0,8326.0,3635.9,252.34,8073.66,363.7,0.0301818181818181,2022-01-15,2024-12-27,1077,49,19.944444444444443,Sneakers,21,13.356363636363636,27,18,24,69,1,19,8,27,5,5,6,3,7,9,3,5,1,6,1,4,151.38,66.11,3.24,0.4367,0.0437,0.0303,0.0511,13.36,4,8326.0,55,1
MI-00391,Hurst Shami,Consumer,China,North Asia,Kaifeng,Henan,Female,19,18-24,Associate Degree,Single,86,269.0,13697.0,6546.7,396.03,13300.97,654.6,0.028953488372093,2022-01-15,2024-12-30,1080,72,12.705882352941176,Titak watch,28,22.125581395348835,61,59,69,189,3,36,12,35,8,9,7,6,4,6,6,9,10,4,7,10,159.27,76.12,3.13,0.478,0.0478,0.0289,0.0796,22.13,1,13697.0,86,0
MS-001173,Cortez Mcadams,Consumer,United States,East,Rochester,New York,Male,32,25-34,Bachelor,Single,53,139.0,8553.0,4164.9,270.22,8282.78,416.5,0.030566037735849,2022-01-16,2024-11-15,1034,50,19.884615384615383,Shirts,24,12.91509433962264,28,22,30,80,1,14,2,36,4,2,5,5,7,3,5,4,3,4,9,2,161.38,78.58,2.62,0.487,0.0487,0.0316,0.0513,12.92,46,8553.0,53,4
MS-00329,Faulkner Williams,Consumer,Algeria,Africa,Algiers,Alger,Female,52,50-64,Doctorate,Married,66,218.0,10902.0,5191.3,311.28000000000003,10590.72,519.5,0.0303030303030303,2022-01-15,2024-12-31,1081,59,16.630769230769232,Shirts,24,21.58030303030303,46,45,49,140,1,36,1,28,8,4,4,8,6,7,4,4,6,6,3,6,165.18,78.66,3.3,0.4762,0.0477,0.0286,0.0611,21.58,0,10902.0,66,3
MS-00334,Oneill Williams,Consumer,Argentina,South,San Luis,San Luis,Female,19,18-24,High School,Single,91,260.0,14719.0,6853.8,451.04,14267.96,685.9,0.0313186813186813,2022-01-15,2024-12-16,1066,70,11.844444444444443,Casula Shoes,30,20.35604395604396,68,64,76,208,11,16,1,63,8,5,10,5,7,9,10,9,5,5,9,9,161.75,75.32,2.86,0.4656,0.0466,0.0306,0.0854,20.36,15,14719.0,91,0
MS-00339,Benson Harms,Corporate,Japan,North Asia,Koshigaya,Saitama,Male,30,25-34,Bachelor,Married,71,224.0,10827.0,4956.7,330.73,10496.27,495.9,0.0316901408450704,2022-01-23,2024-12-18,1060,60,15.142857142857142,Titak watch,28,12.569014084507042,35,29,39,103,7,28,4,32,11,1,8,6,9,2,5,6,5,5,8,5,152.49,69.81,3.15,0.4578,0.0458,0.0305,0.067,12.57,13,10827.0,71,2
MS-0039,Jones Adams,Home Office,Colombia,South,Medellín,Antioquia,Male,34,25-34,Bachelor,Married,68,193.0,10683.0,4914.9,344.44,10338.56,491.9,0.0311764705882352,2022-01-16,2024-12-22,1071,60,15.985074626865671,Car Pillow & Neck Rest,29,14.036764705882351,28,25,36,89,8,28,6,26,4,6,5,4,7,5,6,6,7,7,5,6,157.1,72.28,2.84,0.4601,0.046,0.0322,0.0635,14.04,9,10683.0,68,2
MS-00572,Knapp Williams,Home Office,Mexico,North,Tlaquepaque,Jalisco,Male,24,18-24,High School,Single,55,169.0,8753.0,3945.5,240.94,8512.06,394.9,0.0278181818181818,2022-01-15,2024-12-22,1072,50,19.85185185185185,Jeans,28,13.269090909090908,27,24,37,88,12,22,2,19,2,2,4,3,5,5,7,5,7,5,6,4,159.15,71.74,3.07,0.4508,0.0451,0.0275,0.0513,13.27,9,8753.0,55,1
NA-0025,Vasquez Dona,Consumer,Spain,South,Seville,Andalusía,Male,27,25-34,Associate Degree,Single,64,192.0,10315.0,4938.3,294.02,10020.98,493.9,0.03,2022-01-20,2024-11-17,1032,59,16.38095238095238,Casula Shoes,27,13.7328125,22,23,40,85,2,30,0,32,6,6,4,8,4,7,5,1,11,6,4,2,161.17,77.16,3.0,0.4787,0.0479,0.0285,0.062,13.73,44,10315.0,64,4
NA-00732,Wilkerson Medina,Consumer,France,Central,Levallois-Perret,Ile-de-France,Male,44,35-49,Master,Married,64,185.0,10348.0,5076.3,288.81,10059.19,508.1,0.0275,2022-02-23,2024-12-20,1031,53,16.365079365079364,Car Pillow & Neck Rest,28,14.4765625,33,28,40,101,4,35,0,25,6,2,6,7,5,6,3,2,6,5,5,11,161.69,79.32,2.89,0.4906,0.0491,0.0279,0.0621,14.48,11,10348.0,64,2
NA-00902,Cunningham Dana,Home Office,France,Central,Maubeuge,Nord-Pas-de-Calais,Female,21,18-24,High School,Married,69,215.0,10911.0,5007.6,313.4,10597.6,500.5,0.0289855072463768,2022-01-15,2024-12-30,1080,54,15.882352941176473,Titak watch,23,22.25217391304348,54,53,60,167,7,13,4,45,5,7,7,5,5,9,9,1,9,1,5,6,158.13,72.57,3.12,0.4589,0.0459,0.0287,0.0639,22.25,1,10911.0,69,0
ND-002606,Hicks Chand,Corporate,United States,Central,Rapid City,South Dakota,Female,19,18-24,Associate Degree,Single,57,172.0,8907.0,3957.7,291.02,8615.98,395.7,0.0322807017543859,2022-01-15,2024-12-17,1067,50,19.053571428571427,Casula Shoes,27,21.48771929824561,40,35,48,123,0,10,2,45,6,4,5,5,6,6,2,5,5,3,5,5,156.26,69.43,3.02,0.4443,0.0444,0.0327,0.0534,21.49,14,8907.0,57,3
ND-00320,Gross Kirkland,Corporate,India,Central Asia,Kalyan,Maharashtra,Female,30,25-34,Bachelor,Single,55,150.0,9036.0,4302.4,281.83,8754.17,430.1,0.0309090909090909,2022-01-15,2024-12-15,1065,51,19.72222222222222,Casula Shoes,22,20.70727272727273,39,37,46,122,4,17,3,31,4,2,3,4,6,4,5,3,9,7,2,6,164.29,78.23,2.73,0.4761,0.0476,0.0312,0.0516,20.71,16,9036.0,55,3
ND-00427,Eaton Pond,Home Office,United States,East,Philadelphia,Pennsylvania,Male,22,18-24,Bachelor,Single,39,120.0,6120.0,2860.1,187.61,5932.39,286.0,0.031025641025641,2022-02-14,2024-12-15,1035,38,27.23684210526316,Running Shoes,25,12.602564102564102,17,18,23,58,0,11,4,24,1,5,2,1,1,6,3,2,4,5,4,5,156.92,73.34,3.08,0.4673,0.0467,0.0307,0.0377,12.6,16,6120.0,39,1
ND-00512,Crawford Chand,Consumer,Madagascar,Africa,Mahajanga,Boeny,Female,50,50-64,Doctorate,Married,68,177.0,9962.0,4847.0,307.85,9654.15,484.7,0.0308823529411764,2022-01-14,2024-11-15,1036,60,15.462686567164178,Running Shoes,26,24.525,51,43,47,141,5,33,0,30,7,1,8,8,3,4,8,9,3,5,6,6,146.5,71.28,2.6,0.4865,0.0487,0.0309,0.0656,24.52,46,9962.0,68,4
ND-00545,Bryan Mcfarland,Consumer,Vietnam,Southeast Asia,Ho Chi Minh City,Ho Chí Minh City,Male,32,25-34,Bachelor,Married,60,166.0,8553.0,4094.0,227.78,8325.22,409.6,0.0286666666666666,2022-02-13,2024-12-15,1036,57,17.559322033898304,Sneakers,29,12.7,25,16,30,71,1,29,1,29,1,4,3,4,7,4,3,11,8,4,4,7,142.55,68.23,2.77,0.4787,0.0479,0.0266,0.0579,12.7,16,8553.0,60,1
ND-00662,Dawson Granlund,Consumer,India,Central Asia,Chennai,Tamil Nadu,Female,48,35-49,Doctorate,Single,57,177.0,9332.0,4505.2,294.88,9037.12,450.6,0.0308771929824561,2022-01-15,2024-12-18,1068,50,19.071428571428573,Titak watch,27,20.475438596491227,30,33,44,107,6,16,9,26,3,3,4,3,8,3,3,8,7,6,4,5,163.72,79.04,3.11,0.4828,0.0483,0.0316,0.0534,20.48,13,9332.0,57,3
ND-00669,Cross Hildebrand,Consumer,France,Central,Bordeaux,Aquitaine,Female,20,18-24,Associate Degree,Married,69,211.0,11306.0,5121.6,320.23,10985.77,512.6,0.0284057971014492,2022-01-13,2024-12-19,1071,58,15.75,Suits,25,23.3768115942029,51,41,56,148,5,16,2,46,9,1,8,6,6,3,6,3,7,9,7,4,163.86,74.23,3.06,0.453,0.0453,0.0283,0.0644,23.38,12,11306.0,69,0
ND-00739,Ramirez Boland,Corporate,United Kingdom,North,London,England,Male,30,25-34,Bachelor,Single,57,172.0,8910.0,4116.8,282.7,8627.3,411.6,0.031578947368421,2022-01-15,2024-12-23,1073,50,19.160714285714285,Jeans,23,14.707017543859648,24,16,31,71,0,10,2,45,3,4,3,5,4,3,5,7,5,10,4,4,156.32,72.22,3.02,0.462,0.0462,0.0317,0.0531,14.71,8,8910.0,57,1
ND-0098,Henry Chand,Consumer,Japan,North Asia,Hirakata,Osaka,Male,28,25-34,Associate Degree,Single,52,154.0,7837.0,3333.1,246.45,7590.55,333.1,0.0326923076923076,2022-01-28,2024-12-28,1065,48,20.88235294117647,Casula Shoes,24,13.257692307692308,20,21,31,72,0,27,4,21,3,5,7,0,4,6,4,5,4,6,4,4,150.71,64.1,2.96,0.4253,0.0425,0.0314,0.0488,13.26,3,7837.0,52,1
ND-0099,York Redmond,Home Office,Spain,South,Granollers,Catalonia,Female,60,50-64,Doctorate,Married,69,202.0,10495.0,5140.7,318.13,10176.87,514.7,0.0297101449275362,2022-01-15,2024-11-20,1040,60,15.294117647058824,Sports Wear,25,21.48550724637681,43,42,49,134,7,20,4,38,5,8,5,7,10,3,6,4,9,5,5,2,152.1,74.5,2.93,0.4898,0.049,0.0303,0.0663,21.49,41,10495.0,69,4
NE-001063,Norris Greene,Corporate,India,Central Asia,Bareilly,Uttar Pradesh,Female,44,35-49,Master,Married,48,156.0,7551.0,3457.3,203.07,7347.93,346.0,0.0275,2022-01-13,2024-12-30,1082,42,23.02127659574468,Jeans,24,22.99791666666667,31,30,39,100,0,17,2,29,6,4,8,2,4,4,6,2,3,4,2,3,157.31,72.03,3.25,0.4579,0.0458,0.0269,0.0444,23.0,1,7551.0,48,3
NE-00110,Cobb Kane,Consumer,Nicaragua,Central,León,León,Female,23,18-24,Associate Degree,Married,84,262.0,13064.0,5777.9,392.68,12671.32,577.9,0.0302380952380952,2022-01-14,2024-12-15,1066,69,12.843373493975903,Sports Wear,33,20.248809523809523,61,56,71,188,8,27,6,43,13,4,2,9,6,6,9,11,4,8,7,5,155.52,68.78,3.12,0.4423,0.0442,0.0301,0.0788,20.25,16,13064.0,84,0
NE-002610,Glenn Payne,Home Office,Singapore,Southeast Asia,Singapore,Singapore,Female,36,35-49,Master,Married,43,137.0,7236.0,3324.3,216.2,7019.8,332.4,0.0304651162790697,2022-01-13,2024-11-20,1042,42,24.80952380952381,Suits,20,20.28372093023256,28,30,35,93,1,12,2,28,7,1,1,2,5,4,6,8,3,1,2,3,168.28,77.31,3.19,0.4594,0.0459,0.0299,0.0413,20.28,41,7236.0,43,4
NE-004295,Scott Ballentine,Consumer,Vietnam,Southeast Asia,Ho Chi Minh City,Ho Chí Minh City,Female,18,18-24,High School,Married,70,207.0,10372.0,4580.4,323.84000000000003,10048.16,458.4,0.0301428571428571,2022-01-15,2024-12-27,1077,56,15.608695652173912,Casula Shoes,22,20.294285714285717,52,43,57,152,1,20,1,48,9,2,5,4,2,7,4,6,11,9,6,5,148.17,65.43,2.96,0.4416,0.0442,0.0312,0.065,20.29,4,10372.0,70,3
